Ref_Date,GEO,Geographical classification,DON,Vector,Coordinate,Value
2011,"Bay Roberts, Newfoundland and Labrador",10005,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61485245,49.41,4440
2012,"Bay Roberts, Newfoundland and Labrador",10005,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61485245,49.41,4525
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of taxfilers,v61485246,50.1,11320
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of taxfilers,v61485246,50.1,11320
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers aged 0 to 24 years,v61485247,50.3,10
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers aged 0 to 24 years,v61485247,50.3,10
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers aged 25 to 44 years,v61485248,50.4,30
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers aged 25 to 44 years,v61485248,50.4,29
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers aged 45 to 64 years,v61485249,50.5,38
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers aged 45 to 64 years,v61485249,50.5,38
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers aged 65 years and over,v61485250,50.6,22
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers aged 65 years and over,v61485250,50.6,23
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Average age of taxfilers (years),v61485251,50.7,50
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Average age of taxfilers (years),v61485251,50.7,50
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of taxfilers, female",v61485252,50.8,53
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of taxfilers, female",v61485252,50.8,53
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of taxfilers, married",v61485253,50.9,56
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of taxfilers, married",v61485253,50.9,55
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers in apartments,v61485254,50.1,x
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of taxfilers in apartments,v61485254,50.1,x
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of persons,v61485255,50.11,14010
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of persons,v61485255,50.11,13950
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons aged 0 to 24 years,v61485256,50.13,27
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons aged 0 to 24 years,v61485256,50.13,26
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons aged 25 to 44 years,v61485257,50.14,24
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons aged 25 to 44 years,v61485257,50.14,24
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons aged 45 to 64 years,v61485258,50.15,31
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons aged 45 to 64 years,v61485258,50.15,31
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons aged 65 years and over,v61485259,50.16,18
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons aged 65 years and over,v61485259,50.16,19
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Average age of persons (years),v61485260,50.17,42
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Average age of persons (years),v61485260,50.17,43
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons, female",v61485261,50.18,52
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons, female",v61485261,50.18,52
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons, married",v61485262,50.19,46
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons, married",v61485262,50.19,45
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons in apartments,v61485263,50.2,x
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons in apartments,v61485263,50.2,x
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of persons with total income,v61485264,50.21,11230
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of persons with total income,v61485264,50.21,11210
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $15,000 and over",v61485265,50.22,75
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $15,000 and over",v61485265,50.22,76
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $25,000 and over",v61485266,50.23,53
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $25,000 and over",v61485266,50.23,55
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $35,000 and over",v61485267,50.24,39
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $35,000 and over",v61485267,50.24,41
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $50,000 and over",v61485268,50.25,22
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $50,000 and over",v61485268,50.25,24
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $75,000 and over",v61485269,50.26,11
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $75,000 and over",v61485269,50.26,12
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $100,000 and over",v61485270,50.27,4
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Percentage of persons with total income $100,000 and over",v61485270,50.27,5
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median total income, males (dollars)",v61485271,50.28,35020
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median total income, males (dollars)",v61485271,50.28,37110
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median total income, females (dollars)",v61485272,50.29,21600
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median total income, females (dollars)",v61485272,50.29,22340
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median total income, both sexes (dollars)",v61485273,50.3,26920
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median total income, both sexes (dollars)",v61485273,50.3,28120
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Canadian index of median total income,v61485274,50.31,89.2
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Canadian index of median total income,v61485274,50.31,89.8
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Provincial index of median total income,v61485275,50.32,99.1
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Provincial index of median total income,v61485275,50.32,98.4
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of persons reporting employment income and/or Employment Insurance,v61485276,50.34,7790
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of persons reporting employment income and/or Employment Insurance,v61485276,50.34,7700
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of females reporting employment income and/or Employment Insurance,v61485277,50.35,49
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of females reporting employment income and/or Employment Insurance,v61485277,50.35,49
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons with labour income receiving Employment Insurance,v61485278,50.36,30
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Percentage of persons with labour income receiving Employment Insurance,v61485278,50.36,29
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median employment income, males (dollars)",v61485279,50.37,31220
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median employment income, males (dollars)",v61485279,50.37,34490
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median employment income, females (dollars)",v61485280,50.38,21160
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median employment income, females (dollars)",v61485280,50.38,22290
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median employment income, both sexes (dollars)",v61485281,50.39,25500
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Median employment income, both sexes (dollars)",v61485281,50.39,27160
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of persons reporting Canada Child Tax Benefits,v61485282,50.4,1620
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,Number of persons reporting Canada Child Tax Benefits,v61485282,50.4,1580
2011,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61485283,50.41,5450
2012,"Grand Falls-Windsor, Newfoundland and Labrador",10010,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61485283,50.41,5345
2011,"Corner Brook, Newfoundland and Labrador",10015,Number of taxfilers,v61485284,51.1,23160
2012,"Corner Brook, Newfoundland and Labrador",10015,Number of taxfilers,v61485284,51.1,23180
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers aged 0 to 24 years,v61485285,51.3,11
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers aged 0 to 24 years,v61485285,51.3,11
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers aged 25 to 44 years,v61485286,51.4,29
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers aged 25 to 44 years,v61485286,51.4,29
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers aged 45 to 64 years,v61485287,51.5,38
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers aged 45 to 64 years,v61485287,51.5,38
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers aged 65 years and over,v61485288,51.6,21
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers aged 65 years and over,v61485288,51.6,22
2011,"Corner Brook, Newfoundland and Labrador",10015,Average age of taxfilers (years),v61485289,51.7,49
2012,"Corner Brook, Newfoundland and Labrador",10015,Average age of taxfilers (years),v61485289,51.7,49
2011,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of taxfilers, female",v61485290,51.8,52
2012,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of taxfilers, female",v61485290,51.8,52
2011,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of taxfilers, married",v61485291,51.9,53
2012,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of taxfilers, married",v61485291,51.9,52
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers in apartments,v61485292,51.1,1
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of taxfilers in apartments,v61485292,51.1,1
2011,"Corner Brook, Newfoundland and Labrador",10015,Number of persons,v61485293,51.11,28250
2012,"Corner Brook, Newfoundland and Labrador",10015,Number of persons,v61485293,51.11,28230
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons aged 0 to 24 years,v61485294,51.13,27
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons aged 0 to 24 years,v61485294,51.13,27
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons aged 25 to 44 years,v61485295,51.14,24
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons aged 25 to 44 years,v61485295,51.14,24
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons aged 45 to 64 years,v61485296,51.15,32
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons aged 45 to 64 years,v61485296,51.15,31
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons aged 65 years and over,v61485297,51.16,18
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons aged 65 years and over,v61485297,51.16,18
2011,"Corner Brook, Newfoundland and Labrador",10015,Average age of persons (years),v61485298,51.17,42
2012,"Corner Brook, Newfoundland and Labrador",10015,Average age of persons (years),v61485298,51.17,42
2011,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of persons, female",v61485299,51.18,52
2012,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of persons, female",v61485299,51.18,52
2011,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of persons, married",v61485300,51.19,44
2012,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of persons, married",v61485300,51.19,43
2011,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons in apartments,v61485301,51.2,1
2012,"Corner Brook, Newfoundland and Labrador",10015,Percentage of persons in apartments,v61485301,51.2,1
2011,"Corner Brook, Newfoundland and Labrador",10015,Number of persons with total income,v61485302,51.21,22980
2012,"Corner Brook, Newfoundland and Labrador",10015,Number of persons with total income,v61485302,51.21,23010
2011,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of persons with total income $15,000 and over",v61485303,51.22,77
2012,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of persons with total income $15,000 and over",v61485303,51.22,78
2011,"Corner Brook, Newfoundland and Labrador",10015,"Percentage of persons with total income $25,000 and over",v61485304,51.23,54
